numero,escuela,nivel,sexo,grado,edad,suma_total_sustantivos,suma_total_verbos,suma_total_adjetivos,suma_total_adverbios,total_palabras_clasificadas,total_palabras,gran_total
394,Carol Baur,2,F,7,13,23,19,26,14,82,196,77
395,Carol Baur,2,F,7,13,25,21,15,17,78,173,74
396,Carol Baur,2,F,8,14,49,49,21,26,145,339,73
397,Carol Baur,2,F,8,13,35,19,25,10,89,186,73
398,Carol Baur,2,F,9,15,14,10,17,8,49,110,76
399,Carol Baur,2,F,9,14,45,26,30,19,120,264,71
400,Carol Baur,2,F,9,15,15,9,9,13,46,88,70
401,Carol Baur,2,F,9,14,41,23,39,14,117,230,80
402,Carol Baur,2,F,9,15,26,19,15,21,81,163,70
403,Carol Baur,2,F,7,14,39,11,17,7,74,149,67
404,Carol Baur,2,F,7,12,40,21,6,20,87,209,72
405,Carol Baur,2,F,7,14,36,26,28,18,108,208,75
406,Carol Baur,2,F,7,13,31,13,17,9,70,148,73
407,Carol Baur,2,F,7,14,30,11,16,6,63,117,71
408,Carol Baur,2,F,8,15,54,24,23,24,125,261,78
409,Carol Baur,2,F,8,15,51,30,25,16,122,256,73
410,Carol Baur,2,F,8,14,36,19,15,12,82,180,75
411,Carol Baur,2,F,8,15,32,20,16,14,82,162,77
412,Carol Baur,2,F,8,15,38,20,14,7,79,163,75
413,Carol Baur,2,F,9,16,46,17,11,6,80,170,71
414,Carol Baur,2,F,9,15,19,14,6,6,45,87,73
415,Carol Baur,2,F,9,16,30,16,11,14,71,154,80
416,Carol Baur,2,F,7,14,17,13,8,11,49,80,77
417,Carol Baur,2,F,7,12,34,25,9,4,72,173,80
418,Carol Baur,2,F,7,14,66,38,16,16,136,267,75
419,Carol Baur,2,F,8,14,27,16,6,14,63,126,77
420,Carol Baur,2,F,8,14,22,6,11,9,48,84,73
421,Carol Baur,2,F,8,15,31,14,12,7,64,145,79
422,Carol Baur,2,F,9,15,25,17,8,7,57,116,71
423,Carol Baur,2,F,9,15,15,9,9,8,41,78,66
424,Carol Baur,2,F,7,12,45,26,24,19,114,231,74
425,Carol Baur,2,F,7,14,47,32,23,26,128,253,78
426,Carol Baur,2,F,8,14,46,20,16,10,92,196,75
427,Carol Baur,2,F,8,13,47,26,15,14,102,190,68
428,Carol Baur,2,F,8,14,37,26,16,14,93,217,74
429,Carol Baur,2,F,8,14,24,24,9,10,67,156,76
430,Carol Baur,2,F,9,15,23,16,20,17,76,147,72
431,Carol Baur,2,F,7,13,39,23,13,16,91,185,78
432,Carol Baur,2,F,8,15,42,22,14,18,96,193,77
433,Carol Baur,2,F,8,14,39,19,12,24,94,167,68
434,Carol Baur,2,F,8,15,38,19,14,11,82,156,72
435,Carol Baur,2,F,9,15,27,19,11,17,74,146,77
436,Carol Baur,2,F,9,15,51,18,19,11,99,175,73
437,Carol Baur,2,F,8,15,63,29,26,28,146,297,80
438,ISQ,2,F,7,13,62,28,27,12,129,278,75
439,ISQ,2,F,8,14,62,27,28,15,132,292,72
440,ISQ,2,F,8,14,82,41,34,25,182,355,74
441,ISQ,2,F,7,14,56,25,31,25,137,259,71
442,ISQ,2,F,7,13,35,24,20,12,91,189,65
443,ISQ,2,F,8,14,28,15,10,9,62,148,72
444,ISQ,2,F,8,15,27,18,8,9,62,128,76
445,ISQ,2,F,7,13,43,12,21,7,83,155,75
446,ISQ,2,F,7,13,31,12,22,9,74,148,74
447,ISQ,2,F,7,14,70,63,15,17,165,315,65
448,ISQ,2,F,7,13,38,19,13,10,80,180,77
449,ISQ,2,F,7,13,39,21,11,14,85,171,70
450,ISQ,2,F,8,14,20,19,18,15,72,140,68
451,ISQ,2,F,8,15,54,29,23,17,123,281,71
452,ISQ,2,F,8,14,43,28,12,13,96,172,53
453,ISQ,2,F,8,13,29,9,13,4,55,124,67
454,ISQ,2,F,7,13,55,23,16,10,104,225,68
455,ISQ,2,F,7,13,43,22,17,8,90,183,66
456,ISQ,2,F,7,13,37,9,18,10,74,166,72
457,ISQ,2,F,7,14,32,21,18,6,77,146,73
458,ISQ,2,F,7,14,42,24,13,9,88,182,77
459,ISQ,2,F,8,15,46,22,18,7,93,201,73
460,ISQ,2,F,7,14,28,20,16,6,70,151,69
461,ISQ,2,F,8,13,20,13,14,22,69,148,72
462,ISQ,2,F,8,15,70,35,19,6,130,299,70
463,ISQ,2,F,8,14,65,44,21,17,147,288,62
464,ISQ,2,F,7,13,15,9,9,7,40,71,70
465,ISQ,2,F,7,13,25,16,12,14,67,122,74
466,ISQ,2,F,8,14,26,16,7,9,58,111,63
467,ISQ,2,F,8,14,48,29,21,22,120,236,63
468,ISQ,2,F,8,15,66,45,22,19,152,313,74
469,ISQ,2,F,7,13,21,15,9,16,61,128,64
470,ISQ,2,F,8,14,65,47,32,30,174,358,69
471,ISQ,2,F,8,14,62,31,18,10,121,227,72
