,que mi hermanito grita mucho,n_similarities,2dim,5dim,10dim,20dim,50dim,eval_og
552,mi hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
553,que grita demasiado,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
554,que su hermanito siempre esta gritando y hace mucho ruido,0.63743037,0.9999865,0.5089514,0.529883,0.44294402,0.4108345,3
555,que su hermano es una persona muy ruidosa,0.49729872,-0.021381348,-0.077757105,-0.005973589,0.002391152,3.34E-05,3
556,siempre grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
557,quiere decir que todo el tiempo esta gritando sin parar,0.4502328,-0.46906793,0.15139933,-0.001809809,0.001024192,-0.002132557,3
558,"que su hermanito es muy griton, que su hermanita esta muy loco",0.6672933,0.18760142,0.49921268,0.4993886,0.4997,0.4993014,3
559,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
560,quiere decir que su hermano grita mucho.,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
561,que grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
562,que mi hermano tiene mucha energia,0.23811805,-0.040054172,-0.08299095,-0.002148811,-8.19E-05,-4.07E-05,3
563,que es muy pequeno y grita,0.6486213,0.9949777,0.82852143,0.7272748,0.53975004,0.50591046,3
564,que es pequeno y que grita mucho,0.6486213,0.9949777,0.82852143,0.7272748,0.53975004,0.50591046,3
565,que es muy gritona,0.24782684,-0.4625459,-0.2740041,-0.019511063,-0.015808148,-0.000904816,3
566,no para de gritar,0.511367,-0.4759286,0.06437596,0.001832273,0.000335051,0.001115969,3
567,que grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
568,que mi hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
569,pues que al parecer su hermano grita mucho pero no entiende la metafora de pelota,0.6357999,0.65927804,0.44676185,0.40968597,0.40911636,0.40722463,3
570,que su hermano grita mucho.,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
571,se refiere a que es una persona que grita,0.7467171,0.9931972,0.81057674,0.4755838,0.4342578,0.41171753,3
572,que su hermano hace mucho escandalo,0.1787728,-0.043440282,-0.08669411,-0.002496526,-8.68E-05,-0.001016896,3
573,que hecha mucho relajo,0.32281923,0,0,0,0,0,3
574,porque su esta loco,0.18658055,-0.35592195,0.47523868,0.4818926,0.4616168,0.2340743,2
575,que grita demasiado,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
576,es que su hermano es muy imperactivo,0.14036883,-0.038336515,-0.07720405,0.007608533,0.01012012,0.010519821,2
577,que el hermano se la pasa gritando,0.49017686,-0.10881367,0.06279285,-0.001390811,-9.07E-05,9.80E-05,3
578,que hace mucho escandalo,0.12653176,-0.4774681,-0.5212495,-0.023170378,-9.26E-05,-0.00203774,3
579,que es muy alborotado,0,0,0,0,0,0,2
580,que siempre se la pasa gritando,0.5433742,-0.5132432,0.15322389,-0.000150247,-5.30E-05,0.000148974,3
581,que es gordito y grita mucho,0.6558389,0.99516606,0.84843904,0.7038979,0.5025464,0.5018801,3
582,que siempre grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
583,mi hermanito es gordito y es griton,0.6797367,0.26460338,0.51398647,0.49603233,0.40824375,0.4081408,3
584,que grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
585,que su hermano siempre esta gritando.,0.45310497,-0.08828074,0.0218627,-0.003427502,-0.000319723,-0.000449769,3
586,que no para de gritar,0.511367,-0.4759286,0.06437596,0.001832273,0.000335051,0.001115969,3
587,que su hermano grita mucho y no sale de su circulo,0.6498489,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
588,un humano gordo que no para de chillar,0.3582271,0.85884464,0.6203642,0.21420515,0.003049051,0.000252599,3
589,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
590,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
591,que su hermano se la pasa gritando,0.49017686,-0.10881367,0.06279285,-0.001390811,-9.07E-05,9.80E-05,3
592,"que grita mucho, que da mucha lata",0.6106977,0.9955811,0.8151094,0.71162015,0.6999927,0.690152,3
593,mi hermano grita,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
594,quiere decir que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
595,pues que grita mucho y tal vez al hablar grita.,0.5766084,0.99523556,0.81445694,0.7105689,0.70599866,0.68597007,3
596,que el nino es un nino que grita mucho,0.620776,0.99489003,0.9395895,0.31754762,0.3182653,0.31797445,3
597,que el hermano grita como una pelota que esta botando,0.6432359,0.6598271,0.44950983,0.41227862,0.4118954,0.41047364,3
598,es alguien que grita o habla demasiado,0.6288621,0.9944154,0.81719816,0.6979717,0.66645896,0.5135159,3
599,que siempre grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
600,de que su hermano o es un quejumbroso o es un lloron,0.26752135,-0.040685505,-0.08505236,-0.002851702,-0.001488835,-0.001141366,3
601,que se la pasa gritando,0.5433742,-0.5132432,0.15322389,-0.000150247,-5.30E-05,0.000148974,3
602,tiene sobrepeso,0,0,0,0,0,0,2
603,que todo el dia esta hablando y grtando,0.5527181,0,0,0,0,0,3
604,que es un nino gordo que grita por todo o su tono de voz es fuertealto,0.6918117,0.99492574,0.90716004,0.49886146,0.41242898,0.39965752,3
605,porque grita demasiado,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
606,si,0,0,0,0,0,0,1
607,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
608,que el hermano siempre esta gritando entonces es un conjunto de gritos.,0.5272541,-0.0875299,0.038416266,0.020520516,0.000978313,0.00013791,3
609,solo grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
610,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
611,que me hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
612,mi hermano es un griton,0.33011976,-0.14948976,0.051427737,0.001171693,0.000101462,6.22E-05,3
613,que su hermano grita o hace mucho ruido,0.56940293,0.66460896,0.5148494,0.50498164,0.44578603,0.41146216,3
614,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
615,por que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
616,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
617,que siempre esta gritando.,0.5244153,-0.51134896,0.14512928,-0.002803262,-0.00037792,-0.000597566,3
618,que o se mueve mucho porque es una pelota o que es muy ruidoso.,0.44321573,0.45091808,0.04220556,-0.002961442,0.002660044,-0.000728596,3
619,que su hermano esta chiquito y grita mucho,0.5797415,0.66668916,0.51397336,0.5070673,0.50592184,0.49446467,3
620,que mi hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
621,NS,0,0,0,0,0,0,1
622,significa que es una nino muy chillon y que normalmente se desespera y grita,0.640805,0.99422467,0.8958591,0.47697407,0.44334048,0.30037552,3
623,que tu hermano grita mucho y esta gordo,0.4824161,0.66663563,0.5245671,0.5110693,0.4194676,0.41093174,3
624,que su hermano es muy griton,0.33011976,-0.14948976,0.051427737,0.001171693,0.000101462,6.22E-05,3
625,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
626,quiere decir que su hermano es un nino que grita,0.6085533,0.6751772,0.5741545,0.40921786,0.40975112,0.40946153,3
627,que grita en exceso,0.578784,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
628,mi hermano es alguien que no para de gritar y hablar,0.4862786,-0.053479046,-0.069018774,-0.003972598,-0.001422812,0.001244021,3
629,que su hermanito es un griton y llora todo el dia como la llorona,0.62406546,0.40349284,0.52502936,0.40557143,0.40795797,0.40798476,3
630,alguien que grita,0.6288621,0.9944154,0.81719816,0.6979717,0.66645896,0.5135159,3
631,que tu hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
632,el hermano representa a un infante en plena etapa de inocencia y escandalo,0.39409673,-0.048541456,-0.09701805,-0.007236946,-0.0032751,-0.00091229,3
633,que tu hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
634,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
635,porque no deja de gritar,0.5002077,-0.4749925,0.099942654,0.005135207,0.000177009,-0.000157073,3
636,que hace mucho escandalo y no se puede quedar quieto,0.3401568,-0.4774681,-0.5212495,-0.023170378,-9.26E-05,-0.00203774,3
637,es un ser que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
638,que esta muy irritanto,0.27137417,0,0,0,0,0,3
639,que su hermano es gordito y redondo y esta constantemente gritando,0.6394927,-0.07160571,0.0602942,0.015735783,0.004404455,0.004533885,3
640,es una machina a gritar,0.55820656,-0.4759286,0.06437596,0.001832273,0.000335051,0.001115969,3
641,su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
642,mi hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
643,que nunca deja de hablar,0.2816401,-0.1836285,0.20885402,0.01128787,-0.00262655,-0.00108468,3
644,que es un nino gordito que se la pasa gritando,0.6372752,-0.22683543,0.25155258,0.005138414,-0.000161661,3.19E-06,3
645,que los ninos son demasiados inquietos y ruidosos,0.56271094,-0.48331407,-0.24730936,-0.004570305,0.00588146,-0.000829168,3
646,que su hermanito grita mucho,0.8323351,0.99999994,1,1,1,1,3
647,que su hermando es un nino travieso,0.4866333,0.91350275,0.68761456,-0.009030372,-0.001740083,0.000230666,3
648,que su hermano grita mucho.,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
649,es decir que tu hermanito es un griton,0.63075066,0.17129984,0.49817607,0.49884492,0.49915034,0.49933305,3
650,que siempre esta llorando o gritando,0.62022895,-0.5119173,0.14709006,-0.004129704,-0.000252521,-0.000412108,3
651,que es un dolor de cabeza,0.4366251,-0.1469444,-0.17364642,-0.02221434,-0.023431502,-0.007055116,3
652,invalida x sistema,0.21525373,0,0,0,0,0,0
653,que todo el tiempo grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
654,que siempre hace berrinche y grita para tener lo que quiere,0.54082537,0.9955584,0.81714904,0.7106982,0.6983599,0.53749305,3
655,que es un nino muy inquieto,0.5789574,0.8426929,0.6585144,-0.009054467,-0.002640739,5.18E-05,3
656,quiere decir que su hermanito grita mucho,0.8323351,0.99999994,1,1,1,1,3
657,que mi hermano le encanta cantar,0.4046777,-0.043471813,-0.086061746,-0.003325548,-0.002493143,-0.000725314,3
658,que grita mucho todo el tiempo,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
659,es una ternura,0.3595344,0,0,0,0,0,3
660,por que esta gordito y es muy griton,0.5462071,-0.4661032,0.22764295,0.01846397,1.92E-05,-0.000304401,3
661,por que son muy ruidosos.,0.40168816,-0.6172912,-0.10598782,0.011952506,0.011153471,6.96E-05,3
662,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
663,que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
664,que el hermanito es muy ruidoso,0.6175669,0.8879334,0.6884574,0.70070016,0.5228065,0.501174,3
665,mi hermanito me estresa cada bes que grita.,0.785934,0.99999994,1,1,1,1,3
666,que su hermanito grita mucho,0.8323351,0.99999994,1,1,1,1,3
667,que un nino es muy ruidoso,0.50944567,0.90604544,0.663669,0.002167918,0.002424769,0.000600316,3
668,que mi ermano grita mucho,0.5216429,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
669,su hermano grita o llora mucho y asi es como la autor@ se refiere a el en el sentido literario,0.68137056,0.67708963,0.5440633,0.4107808,0.3530995,0.3323621,3
670,por que siempre grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
671,por que los ninos pequenos por lo regular gritan por todo,0.6621928,-0.47538817,-0.17646095,-0.010092862,0.00080947,-0.000551991,3
672,q es chillon,0.3021177,-0.25056756,0.35919458,0.19693959,0.07423133,0.002347815,3
673,que es un bb,0,0,0,0,0,0,3
674,que siempre grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
675,que mi hermanito grita mucho,0.8323351,0.99999994,1,1,1,1,3
676,al hermano lo representa como una pelota y el grita mucho,0.6047429,0.6499429,0.43125823,0.39926112,0.39117295,0.36076906,3
677,porque el grita mucho o muy fuerte,0.5692198,0.9955339,0.81271434,0.70530456,0.699852,0.5230107,3
678,que todo el tiempo llora y grita,0.6082816,0.99488807,0.83772904,0.5005956,0.50180143,0.50112516,3
679,que su pelota es la mejor,0.40923604,0.5306839,0.04140625,-0.010899864,0.002403207,0.001123399,1
680,mi hermano es una persona que grita todo el tiempo,0.6325708,0.66886854,0.505454,0.4237279,0.4185616,0.40894145,3
681,es un nino,0.4815977,0.9831139,0.693449,-0.006496169,-4.90E-05,0.000355497,2
682,por que grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
683,mi hermanito grita mucho,0.8323351,0.99999994,1,1,1,1,3
684,mi hermano grita demasiado,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
685,que es muy inquieto,0.47851607,-0.3382483,-0.29818457,-0.039113864,-0.023888778,-0.000290282,3
686,q asu hermano le gustan los grillos alv,0.41527656,-0.046664774,-0.08985937,-0.002623834,-0.001574919,-0.001932055,3
687,por que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
688,que mi hermono grita mucho,0.5216429,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
689,por que es gordo y le gusta cantar,0.47887534,0.41969338,0.37516892,0.0865572,-0.004084929,-0.001080094,3
690,quiere decir que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
691,que grita demasiado,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
692,que mi hermano grita y grita sin parar y sin sentido,0.5981736,0.8588068,0.6832674,0.63733685,0.63424706,0.5421997,3
693,que los ninos son muy energeticos y tienden a gritar mucho.,0.59626645,-0.47706443,0.024549864,0.001199698,0.003523506,0.000140178,3
694,osea que su hermano grita mucho,0.5216429,0.6622813,0.5090859,0.4996555,0.49211264,0.46038315,3
695,es cuando mi hermano siempre esta llorando o gritando,0.574749,-0.09060705,0.028274395,-0.004344657,-0.000235975,-0.000341166,2
696,que hace ruido,0.23722401,0.48542637,0.13850747,0.08289279,0.001031524,0.000496015,2
697,que cada bote que da es un grito de mi hermano,0.14036883,-0.041718215,-0.08477356,-0.002478138,-9.08E-05,-0.00031082,1
698,que su hermano se la pasa gritando,0.49017686,-0.10881367,0.06279285,-0.001390811,-9.07E-05,9.80E-05,2
699,por siempre mete goles,0.33864522,0,0,0,0,0,1
700,quiere decir mi hermanito todo el tiempo grita,0.8323351,0.99999994,1,1,1,1,2
701,que el hermano se la pasa gritando,0.49017686,-0.10881367,0.06279285,-0.001390811,-9.07E-05,9.80E-05,2
702,que es muy grito,0,-0.47494823,-0.50581026,-0.0475038,-0.000729237,-0.000472375,2
703,que su hermano es una latoso,0.4621272,-0.041906893,-0.07653359,0.006368302,0.00901483,0.000493191,1
704,que llega a gritar mucho,0.47236916,-0.4759286,0.06437596,0.001832273,0.000335051,0.001115969,2
705,que es muy gritos,0.39712816,-0.04560846,0.06525315,0.07751672,0.00214906,0.000879943,2
706,que mi hermano grita mucho y ase esallar alas personas,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,1
707,q es fastidioso,0.46364325,0.66962415,-0.019805968,0,0,0,1
708,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,1
709,ya es grande y grita,0.59318006,0.99542797,0.815106,0.71300906,0.708673,0.70789766,1
710,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,1
711,que se la pasa gritando todo el tiempo,0.5433742,-0.5132432,0.15322389,-0.000150247,-5.30E-05,0.000148974,2
712,q mi hermana grita,0.6899859,0.9958532,0.81491196,0.70420796,0.6812233,0.5007407,1
713,que mi hermanito es muy griton,0.63075066,0.17129984,0.49817607,0.49884492,0.49915034,0.49933305,3
714,por que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
715,se refiere a que su hermano es una persona gritona,0.5764341,-0.019538075,-0.07243171,0.002500845,-0.002284348,-0.000437185,3
716,quiere decir que los ninos gritan mucho,0.61180305,-0.47611332,-0.14175798,-0.011657391,0.000900736,3.21E-05,3
717,que es muy la toso,0.259907,0,0,0,0,0,3
718,que es bien gritano,0.5244153,0,0,0,0,0,3
719,su hermano es un bebe que grita y llora mucho,0.5797799,0.67910284,0.5446856,0.40952775,0.3873397,0.35674495,3
720,que esta gritando su hermano,0.45310497,-0.08828074,0.0218627,-0.003427502,-0.000319723,-0.000449769,3
721,que el hermanito grita mucho,0.8323351,0.99999994,1,1,1,1,3
722,que mi hermanito siempre grita,0.8323351,0.99999994,1,1,1,1,3
723,que su hermano siempre grita,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
724,"quiere decir que su hermano grita mucho, es una metafora",0.5153816,0.6643254,0.5073475,0.49961784,0.49950153,0.49890056,3
725,lo que yo entiendo es que su hermano grita mucho y a eso se refiere.,0.67887956,0.66222894,0.51168543,0.49823052,0.40283585,0.3906472,3
726,se refiere a que su hermano grita mucho,0.6880405,0.6628206,0.5129143,0.50133747,0.41777018,0.4115937,3
727,quiere decir que su hermano grita mucho.,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
728,que su hermano es muy lloron y enojon y de todo grita,0.5540587,0.66063464,0.50360924,0.498393,0.4968557,0.35842443,3
729,qwee,0,0,0,0,0,0,0
730,por que regana al hermano menor,0.39956555,-0.036847472,-0.08254944,-0.000357512,0.001958426,0.000339229,2
731,que es una persona que grita mucho,0.6832276,0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
732,"cuando a alguien se le dice pelota, la mayoria de veces es porque tratan de decirle gordoa asi que supongo que trata de decir que su hermano es un gordo griton",0.55738544,-0.10944301,0.08356914,-0.00358367,-0.00341031,-0.001441762,3
733,que es una persona inquieta,0.58221716,0.9012876,0.09195839,-0.006573327,0.003562479,8.81E-05,3
734,porque grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
735,que siempre que se mueve hace demasiado ruido,0.25989255,0.45893002,0.108164,0.054123532,-0.001366463,-0.001955351,3
736,que con cualquier cosa se altera y grita,0.66527677,0.9958826,0.8148172,0.706644,0.7023434,0.69775635,3
737,por que no esta quieta,0.38974229,0,0,0,0,0,2
738,que mi hermanito grita mucho en casa,0.80114126,0.99998736,0.9999039,0.99980927,0.9996997,0.998611,3
739,"pues ami entender, la persona se esta haciendo una referencia de la pelota con su hermano, que es inquieto, entre otras cosas.",0.61273557,0.005757749,-0.03332354,-0.01429555,0.00134063,-0.000105593,3
740,que a mi hermano le gusta gritar o hablar mucho y muy fuerte,0.58005106,-0.04672286,-0.069960125,-0.002395085,-0.00292439,0.000165013,3
741,que es muy fastidioso,0.46364325,0.66962415,-0.019805968,0,0,0,3
742,grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
743,por lo que entiendo es que un nino tiene una pelota que es super fantastica,0.575294,0.6986307,0.14481036,-0.016815908,-0.002527662,-0.003161565,1
744,por que los ninos gritan cuando estan pequenos,0.6298965,-0.47538817,-0.17646095,-0.010092862,0.00080947,-0.000551991,3
745,que mi hermano se parece a una bola de pelos,0.44361615,-0.045221448,-0.08869487,-0.006898388,-0.003061347,-0.006706961,1
746,pues k es como muy lida conmigom y k parese algo muy tierno la pelota de pelos como mi sister,0.55317867,0.3951508,0.032189097,-0.016891472,-0.001274183,-0.004765697,1
747,que tiene un hermanito que grita mucho es muy imperactivo,0.8323351,0.9999994,0.99998873,0.9999481,0.9999226,0.99981546,1
748,que el hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
749,siempre grita,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
750,quiere decir que el nino es muy griton cuando juega la pelota,0.5661675,-0.24089304,0.23308651,-0.01031056,-0.00032118,-0.00094676,3
751,grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
752,que el nino grita mucho y este se expresa mas comun de esta forma,0.6691016,0.99509585,0.8952443,0.49478728,0.49398318,0.38046068,3
753,por que quiere decir que el hermano es muy griton,0.33011976,-0.14948976,0.051427737,0.001171693,0.000101462,6.22E-05,3
754,ththt,0,0,0,0,0,0,0
755,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
756,moleta mucho,0,0,0,0,0,0,2
757,es su apodo,0,0,0,0,0,0,1
758,que su hermano tiene muchos grillos,0.33209017,-0.043365866,-0.08649522,-0.002551463,-0.000257306,-0.000296664,1
759,que grita mucho y el piensa que es una pelota,0.67717975,0.9899199,0.63628876,0.5087837,0.5054569,0.5035176,3
760,es muy latoso,0.5311873,-0.4662516,0.37240872,0.45147085,0.38341346,0.000738092,1
761,que esta gordito y se la pasa gritando,0.5871948,-0.42510924,0.18273602,0.010669421,-0.000158427,-0.000201054,3
762,que se la pasa gritando,0.5433742,-0.5132432,0.15322389,-0.000150247,-5.30E-05,0.000148974,3
763,que el tiene la peota y no se la quieren dar y grita,0.6330588,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
764,yo supongo que quiere decir que es un nino que grita bastante como un nino de 5 o 4 anos,0.65726644,0.9944092,0.9402882,0.3095079,0.30996376,0.30213243,2
765,mi sobrina,0.36209196,0,0,0,0,0,1
766,que mi hermanito es muy griton,0.63075066,0.17129984,0.49817607,0.49884492,0.49915034,0.49933305,3
767,que mi hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
768,que grita mucho mi hermano,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
769,quiere decir que mi hermanito grita demasiado,0.8323351,0.99999994,1,1,1,1,3
770,pues se refiere a que tu hermana es la otra parte para ti,0.62180793,0.8185183,0.3569957,0.05288363,-0.008120527,-0.000540936,1
771,mi hermano grita muho como bota una pelota,0.7862166,0.65927464,0.4467173,0.409641,0.40906078,0.4069116,3
772,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
773,se la pasa gritando,0.5433742,-0.5132432,0.15322389,-0.000150247,-5.30E-05,0.000148974,3
774,que su hermano grita mucho o es muy ruidoso,0.51284075,0.66130596,0.50947267,0.5051972,0.4230019,0.40986046,3
775,que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
776,que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
777,"mi hermano es muy griton,escandaloso y travieso",0.4868198,-0.15469372,0.046006724,-0.002570763,-0.004193828,-1.58E-05,3
778,que mi hermano siempre esta gritando,0.45310497,-0.08828074,0.0218627,-0.003427502,-0.000319723,-0.000449769,3
779,que su hermano es un nino super griton,0.520558,-0.124473125,0.12143491,-0.005197421,-0.001666367,-0.001495659,3
780,que los hermanos te pueden molestar o normalmente te peleas con ellos,0.47538498,0.93288255,0.16745594,-0.0517757,-0.012063483,-0.000217011,3
781,mi hermano cada vez que grita se vuelve muy constante,0.6840447,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
782,un nino que siempre trata de llamar la atencion con gritos.,0.5815658,0.78024113,0.28784588,0.02390425,0.001473818,0.000871833,3
783,que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
784,por molesto y castroso,0.27039635,-0.62635833,0.21284172,-0.061498895,-0.06654705,-0.0450989,3
785,que su hermanito grita mucho.,0.8323351,0.99999994,1,1,1,1,3
786,que es un nino gordito como pelota que grita mucho,0.7150622,0.9894749,0.71274835,0.41180617,0.35697275,0.35590225,3
787,la referencia da a que el hermano grita mucho pero es como si le hubieran puesto como tipo sobrante pelota,0.6419916,0.65775126,0.44346315,0.40697852,0.40614823,0.40130576,2
788,que es muy griton,0.357207,-0.5156076,0.17928916,0.003836334,0.000225902,0.000128835,3
789,que se altera rapido,0.38886875,0.8945061,0.6041599,0.1276496,0.09401088,0.023142792,3
790,que siempre grita por todo,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
791,mi hermanito en un nino que grita mucho,0.7901629,0.99998724,0.99730647,0.8212179,0.8180433,0.8176032,3
792,que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
793,que siempre grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
794,que el nunca deja de gritar,0.5002077,-0.4749925,0.099942654,0.005135207,0.000177009,-0.000157073,3
795,"simplemente que su hermano es una persona muy gritona, pelota se refiere a cabeza.",0.61541593,0.009939909,-0.022623103,-0.001643397,-0.000156691,0.001511751,3
796,que esta gordo y le gusta gritar,0.5636884,-0.22421825,0.22522339,0.014204025,-0.002036218,1.94E-05,3
797,mi hermano grita por todo,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
798,que los ninos pueden hacer mucho ruido,0.5247968,-0.27357626,0.07826203,0.03385051,0.004187601,-0.000312161,3
799,es muy ruidoso,0.29879805,-0.23715976,0.12515193,0.17669535,0.003651459,0.000494871,3
800,a qiere,0,0,0,0,0,0,1
801,por que grita a cada rato,0.6714142,0.9952711,0.8226125,0.7058833,0.64399064,0.5081346,3
802,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
803,por que siempre esta gritando,0.5244153,-0.51134896,0.14512928,-0.002803262,-0.00037792,-0.000597566,3
804,que su hermano se la pasa gritando,0.49017686,-0.10881367,0.06279285,-0.001390811,-9.07E-05,9.80E-05,3
805,que es una persona muy reganona y grita,0.65503085,0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
806,que para mi es muy latoso,0.5311873,-0.4662516,0.37240872,0.45147085,0.38341346,0.000738092,3
807,mi hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
808,q mi hermanito es muy griton en forma de pelota,0.6359582,0.29329002,0.44234937,0.41044328,0.40972307,0.38449576,3
809,que siempre esta gritando,0.5244153,-0.51134896,0.14512928,-0.002803262,-0.00037792,-0.000597566,3
810,que el hermano es muy expresivo,0.42828822,-0.040054172,-0.08299095,-0.002148811,-8.19E-05,-4.07E-05,3
811,que llora mucho,0.3590144,0.97476524,0.941955,-0.007308953,-0.000567809,-0.000105321,3
812,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
813,que siempre anda brincando y gritando,0.627331,-0.51116604,0.14401361,-0.003075402,-0.000637949,-0.000372265,3
814,que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
815,el nino grita mucho o habla de mas,0.67964834,0.99515414,0.8884622,0.50297177,0.5022851,0.5018149,3
816,que su hermanito grita mucho,0.8323351,0.99999994,1,1,1,1,3
817,es una persona gordita que grita,0.687579,0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
818,se refiere a que su hermano es muy inquieto.,0.5825108,-0.03485009,-0.07328494,0.013106778,-0.003081873,-0.000197787,3
